Kids_First_Biospecimen_ID	count_regions_all_conf	count_regions_high_conf	count_regions_low_conf	any_regions_all_conf	any_regions_high_conf	any_regions_low_conf	any_regions_merged
BS_007JTNB8	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_01DQH017	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_01Y5F4PN	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_02W5H7K5	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_02YBZSBY	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_03SSN1N2	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_042DVDQM	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_04B8X54S	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_05S9WJW6	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_06GEF6DB	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_06GPPDHZ	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_090GV72Q	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_0DKPGQWD	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_0EN5R1AP	1	1	0	TRUE	TRUE	FALSE	High Confidence
BS_0FQKT8EY	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_0J5GC803	3	2	1	TRUE	TRUE	TRUE	High Confidence
BS_0J5MCBZV	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_0Q8G4N8H	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_0QEBZX3M	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_0RF0G9SQ	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_0S617SMM	1	1	0	TRUE	TRUE	FALSE	High Confidence
BS_0SFXXBQ5	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_0W8AWY10	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_0XD58YD9	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_0XR7GYAV	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_0YVR8Q4E	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_0ZR4XA69	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_10AD3EFX	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_10HD18B8	1	1	0	TRUE	TRUE	FALSE	High Confidence
BS_11322HD1	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_12ZB7R6A	1	1	0	TRUE	TRUE	FALSE	High Confidence
BS_154FP4ZQ	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_164KRQJ0	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_16TBX6G5	1	1	0	TRUE	TRUE	FALSE	High Confidence
BS_17AXPP1Y	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_17FVWMNV	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_185Q218S	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_18NCV5QZ	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_19EJ85F8	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_1AZ8YJSH	2	2	0	TRUE	TRUE	FALSE	High Confidence
BS_1B4Q7CNG	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_1C4WCNQF	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_1EQGGHHQ	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_1EYKDS0Z	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_1GK2EMFY	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_1JMTTKMK	3	1	2	TRUE	TRUE	TRUE	High Confidence
BS_1MME7FBS	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_1RF75MK2	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_1S2BHJ8K	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_1S5V7WWC	2	1	1	TRUE	TRUE	TRUE	High Confidence
BS_1VMBA3BN	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_1YTHM07J	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_20TBZG09	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_20X874J5	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_230S192D	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_235QEYMQ	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_23ZE42Q3	2	1	1	TRUE	TRUE	TRUE	High Confidence
BS_245CTSH9	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_25VZM81R	1	0	1	TRUE	FALSE	TRUE	Low Confidence
BS_2AWCKNB3	1	1	0	TRUE	TRUE	FALSE	High Confidence
BS_2CD1XWVP	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_2CQ6K2JW	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_2E81A3FT	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_2F70R10Z	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_2HNHCSNB	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_2J4FG4HV	3	1	2	TRUE	TRUE	TRUE	High Confidence
BS_2JDVY4F7	2	2	0	TRUE	TRUE	FALSE	High Confidence
BS_2NN6ME5A	1	1	0	TRUE	TRUE	FALSE	High Confidence
BS_2P7MJGM7	1	0	1	TRUE	FALSE	TRUE	Low Confidence
BS_2RJN5Z4W	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_2SG8JNMB	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_2VB8649B	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_2VHFP7M8	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_2VSN5YC5	1	1	0	TRUE	TRUE	FALSE	High Confidence
BS_2W200YK5	1	1	0	TRUE	TRUE	FALSE	High Confidence
BS_2Z9JQDPV	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_30W38X77	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_3108RS7G	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_32HAVF6S	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_32VQRFDS	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_354DTKHE	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_36HCZ3KW	5	3	2	TRUE	TRUE	TRUE	High Confidence
BS_376Q9QKG	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_39Q80NT3	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_3A0CJMRH	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_3AERRZQT	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_3BMGF6GN	3	1	2	TRUE	TRUE	TRUE	High Confidence
BS_3C4YAMKJ	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_3DYRAZE7	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_3E5C1PN1	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_3J4T2YYW	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_3JE2T7AR	1	1	0	TRUE	TRUE	FALSE	High Confidence
BS_3NX3RBCX	3	2	1	TRUE	TRUE	TRUE	High Confidence
BS_3P96RT4E	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_3QDRWJCF	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_3R0KN6Z4	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_3Z40EZHD	1	1	0	TRUE	TRUE	FALSE	High Confidence
BS_3ZASRA3A	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_3ZMH8578	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_40FX713C	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_40SJZGT2	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_41SWNWAG	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_41TD9XET	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_42A66SH4	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_45913DTA	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_47454JJ6	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_47X3VAM0	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_49JD1V3S	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_4DTX295Z	1	0	1	TRUE	FALSE	TRUE	Low Confidence
BS_4DY83R02	1	1	0	TRUE	TRUE	FALSE	High Confidence
BS_4G9Y2VC6	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_4GKH983E	1	1	0	TRUE	TRUE	FALSE	High Confidence
BS_4M0ZMCDC	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_4NPEMNAD	1	1	0	TRUE	TRUE	FALSE	High Confidence
BS_4P25NNZD	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_4PAE19ZC	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_4RS1SC48	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_4T8J7JEP	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_4XPPZTGG	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_4Z6F1HJZ	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_4ZKN0WGS	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_50XV7CTQ	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_53TV75NN	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_55N7KFHW	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_58X7SKJS	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_59FR1NC2	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_5BMNK8SY	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_5BNV7MCF	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_5D24XV4T	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_5J5VH3X0	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_5KFAEMQJ	1	0	1	TRUE	FALSE	TRUE	Low Confidence
BS_5KK9P7XD	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_5NAKYS1S	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_5R0HHQ1Y	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_5RD8KEED	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_5V2FBYQG	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_5V2XCW17	2	2	0	TRUE	TRUE	FALSE	High Confidence
BS_5WK2KXYW	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_5Y2Q63Y4	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_5Z4XQC9X	2	1	1	TRUE	TRUE	TRUE	High Confidence
BS_5ZRZC3ZM	1	0	1	TRUE	FALSE	TRUE	Low Confidence
BS_62XRDTM6	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_682Z7WH6	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_69VS8PS1	1	1	0	TRUE	TRUE	FALSE	High Confidence
BS_6FV7BDE3	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_6FYTRKJJ	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_6GN1FGTB	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_6GTKRGNK	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_6HE8H9HY	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_6KEYD1S4	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_6NPSZJ4C	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_6Q9PMNWY	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_6SA5B35V	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_6T87HSPX	1	1	0	TRUE	TRUE	FALSE	High Confidence
BS_6X3Z0AVR	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_6XP91JM2	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_6Y7FX7QJ	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_6Z213H2V	1	0	1	TRUE	FALSE	TRUE	Low Confidence
BS_6Z4WHYDG	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_6ZP2KRPW	1	0	1	TRUE	FALSE	TRUE	Low Confidence
BS_70FKSKM9	1	1	0	TRUE	TRUE	FALSE	High Confidence
BS_71HPXFE7	1	1	0	TRUE	TRUE	FALSE	High Confidence
BS_742CDKAS	1	1	0	TRUE	TRUE	FALSE	High Confidence
BS_74A1TB03	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_75VHXMZN	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_78TQS4Y3	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_797V83YM	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_79NQJZ09	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_79SYEHY3	1	1	0	TRUE	TRUE	FALSE	High Confidence
BS_7BNQBB26	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_7F07M7JG	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_7GKF6M85	1	1	0	TRUE	TRUE	FALSE	High Confidence
BS_7HC4W4SA	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_7M5272WN	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_7M6F9GQD	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_7PF3C1P7	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_7PKPNFFK	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_7RQCH5Y7	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_7Y5E5KQW	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_80078QDG	1	1	0	TRUE	TRUE	FALSE	High Confidence
BS_80X7AVCP	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_8226HD4X	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_823V5X6Z	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_83MSWR59	0	0	0	FALSE	FALSE	FALSE	No Calls
BS_84AQCZE4	0	0	0	FALSE	FALSE	FALSE	No Calls
